Name	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39
EIF2A	-0.276686815	-0.921231321	0.568337105	-0.841166585	0.233027913	0.729615277	-0.047700723	1.343897584	1.132955805	1.271753602	-2.457945041	0.226482316	-0.081408797	0.220705487	0.202484727	-1.378101733	1.039994382	2.073313943	0.517177497	2.879499358	1.301438002	0.406281135	-1.193714619	-2.522510264	-0.194515903	1.480897408	-0.86130362	0.842468993	-0.235441585	-0.164750108	0.219565001	0.168090245	-0.33635792	-1.273766967	-1.277382982	0.230267911	-0.418336717	0.969942944	-0.811321253
EIF2AK2	-0.609580294	-0.695417082	-0.109965094	-2.41488403	0.8650046	0.49330365	1.261062019	0.628319004	0.074375332	-0.434024998	-0.179587599	0.529572827	-0.098851327	1.123755701	0.864104203	-0.291456707	-0.171283955	-0.08778909	0.890355661	-0.663456589	2.152116194	1.013410502	0.068322576	-0.106131813	0.301227593	-3.230143854	0.618970996	0.782314193	-0.64800521	0.078375143	1.417662771	0.670306333	-1.540543065	-1.249389611	-1.120588574	1.673650061	-0.831681529	-0.473380066	0.172357348
EIF3B	1.001316764	1.413589945	1.118341963	-1.003493807	-0.256238087	1.232493086	0.390773919	0.792752185	0.227093461	-0.409244457	-1.603135398	-0.383117443	-0.82609076	-0.186404492	0.275652994	1.087793882	-0.101025134	-0.862713611	1.197136996	-1.982997179	0.30962315	1.178911697	-1.970297554	-0.954933228	0.526186814	1.356183989	-0.394585802	0.129892709	0.13657657	-0.00565642	0.382763865	0.168272464	-1.007551287	0.092530108	-0.420263522	0.972318515	-0.729579673	0.274891307	0.710637885
EIF3E	0.269931606	-1.274697505	-1.01608888	-1.012370495	-0.857563799	-0.614882004	0.7704827	0.39019108	-0.322294149	0.38314529	-0.770930462	0.662741486	-0.100788153	0.296923795	-0.372076877	-0.372296167	-0.902183825	0.111145828	3.231929739	1.625536897	2.675023451	0.099012674	1.061682052	-1.816956802	1.345520445	1.832753933	-0.202733175	-0.170022141	0.505867731	-0.248763138	0.077645729	-0.342710351	0.690263726	-0.292661617	-1.999182469	0.010523582	-0.803305278	-1.794682813	1.09174388
ELOVL6	-0.458147566	0.143987951	-0.8959612	-3.07458796	1.326865924	-0.395305742	-0.870511069	0.272158863	0.110566651	0.176004257	-0.491886086	0.388719031	0.068355613	0.160990505	0.347063583	0.157770661	-0.509200375	-0.096527768	1.562127159	0.116430697	1.437114762	0.323786152	-1.320262881	-0.834847584	0.322389803	1.105456673	-0.372566426	0.812695173	-0.199165547	-2.016725007	-1.207936809	-1.062813293	-0.983987815	0.981068149	2.034611402	-1.038427811	1.259503004	0.658631251	0.81795532
ELP2	0.176380813	0.581807774	1.003210533	-0.742504821	-1.637380103	-1.045922611	-0.979033625	1.209571697	-0.188171386	1.491332626	-0.733547633	-0.329803422	-2.009214119	-0.333386595	-0.928966597	-0.199003736	-2.815328546	0.914326081	0.953935509	0.222603646	0.156925433	-1.918054725	-0.283069981	-1.095281779	2.657423003	0.758845641	-0.641914292	2.265866126	1.497691392	-0.599491347	-0.164458136	0.818943332	-0.194045133	-0.312942551	0.683341882	-0.302531168	-0.692346781	1.035444408	-0.639141739
EMC8	1.102745735	0.170760455	0.370145399	-1.216909374	0.899134638	0.551910978	-0.858156577	0.386544791	-0.042521547	-0.647355573	-0.435323984	0.970521606	-1.700852269	0.143726555	0.281059147	0.301860112	1.471033141	-0.02911986	-0.329378852	-0.145104885	0.501646582	0.586275359	-1.152330818	-0.91304974	0.12101681	1.828624442	0.214593046	0.754738409	0.279159939	0.014525096	0.508428329	-0.595258132	-0.454175966	0.727165408	1.377812336	0.663248227	0.826609935	1.79834666	1.042672981
ENTPD3-AS1	-0.276954094	-0.626727903	0.10334859	0.130830118	1.07347861	-0.069731642	-0.752398765	-0.466719282	0.170760069	2.415724264	1.777526983	-0.009839193	-1.316938355	0.223822972	-1.080044073	-0.112392953	0.608274924	-0.009839193	0.151637853	0.447246523	2.647589712	-0.539650986	0.123410062	-0.206005004	-0.989001128	2.004703137	-0.332983386	-0.819086486	0.581908863	0.060592545	-0.539470311	-1.319123704	-2.044157069	1.584644977	2.493284305	0.762475965	0.00161642	1.194703273	-0.67560684
EPB41L4A	-0.162232521	0.019918724	-0.17809103	0.469483413	1.530678614	-0.210169265	-0.133710257	-1.234295493	0.789628935	-0.699726967	1.326556694	0.170072979	0.613566635	0.981103726	0.804226354	-0.035772313	-1.37781338	-1.074386283	-1.126068089	0.114201355	-1.024012881	-0.884795309	0.873878324	-0.034910288	1.176979001	-1.132638917	-0.118464131	-0.348107793	-0.684086998	-1.314104932	-1.502137016	-0.939661349	-0.986465357	-0.12082661	1.383328434	-1.205922771	-0.40761931	-0.505675755	-0.566309405
EPHA3	-0.585085325	-0.625193619	1.125103332	-0.241773308	-0.591540973	-1.128532701	-0.456354032	-0.884388444	-1.145830699	-1.184044611	1.041092932	0.712067031	-0.247667301	-0.549972608	-0.254258868	-0.524929716	-0.427766268	-1.335584544	-1.398017098	-0.82246457	0.019306031	-0.752373023	0.123423396	0.88088775	1.067882898	0.139524934	-0.13964529	0.041160187	2.192723162	-1.018493827	0.886403428	0.532979466	0.66626387	-1.583180952	-0.951099334	-0.452960385	-1.363122838	-1.300772724	0.234707437
EPHB3	1.009254573	1.640795715	0.059544705	0.587664839	0.281706563	0.238853788	0.57686178	1.049882277	0.141519505	-0.453360961	-0.272732338	-1.582660237	-0.916317924	-0.61230254	-0.26305993	-0.533889042	0.951729802	1.376911301	-0.779985586	-0.387149899	-1.390751444	1.935026945	0.825121523	-1.16151683	-0.364485593	-1.079846516	0.869541858	1.643123087	-2.358112358	0.641187421	1.42130786	0.229011651	1.408287904	1.447330329	0.091328895	0.737130197	0.799726582	1.437058343	-0.368844311
EPHX2	-0.217570062	1.211405793	0.574446792	-1.341172384	0.58272745	0.555116688	1.230662084	0.80247845	-0.70660531	0.613580531	0.756350372	-0.239097331	-1.504935494	1.088772528	0.268324047	-0.873276579	-0.525024392	0.236923987	-1.294552402	-0.506851143	0.557053231	-1.922358228	-0.512411753	0.004832302	1.250100659	0.090474256	-0.427014626	-0.281212402	-0.338443162	0.345899184	0.722371033	-0.951096524	-1.747506364	-0.944021546	-1.547161434	-0.009012833	-0.416315158	-0.486915102	-1.473055946
EPS8L3	0.480683581	0.512085847	0.663520441	0.128641706	1.047225959	1.394547269	1.002963749	0.536005453	1.214147453	0.621145736	0.542348041	-0.529132768	-0.654069391	0.696433471	-0.013536172	-0.165747463	0.343898765	-0.85123092	-0.646893467	-1.002508115	-1.105391829	-0.028593028	0.974342809	-0.847616121	-4.993490036	-1.862210942	-0.264399588	-1.353401173	0.384633486	0.341467208	0.330661653	0.081492143	0.773155876	0.479987371	-0.071975998	0.698424415	0.409134302	0.920898601	-0.806183304
ETFB	0.167644952	1.471864341	0.426132805	-0.18634521	-0.353838767	-1.28017535	0.935537899	2.165039812	0.189138629	0.359383626	-0.61496229	-1.016608436	-0.850161352	-0.642089224	-0.815234902	-0.150723685	0.945703521	-1.004026709	0.471766259	-0.225440302	0.759642898	0.500749406	-1.385214868	-1.187075269	-2.446289154	-0.08076717	-0.952892955	-0.159713477	0.176838394	-0.026899442	-0.325663072	-0.985025831	-1.727833976	1.615572776	1.632763484	0.398280366	1.520597948	2.348718325	0.829843469
ETFDH	-0.390807527	0.766359226	-0.216618312	-2.988237068	0.576236844	-0.602584487	0.392371956	0.948492931	0.700644046	0.618533991	0.073132441	-0.463949583	0.169692893	-0.847323226	-0.414851513	-0.037799586	-1.237729907	0.640409566	-0.218369713	1.160961894	0.678662968	-0.678769313	-0.2273386	-0.928028156	-0.493965914	0.290527194	0.012415266	0.945720004	2.486936943	-1.438876404	-1.413006228	-0.966618448	-0.378944991	-0.463170694	-0.426407918	-0.664244728	-0.286378587	0.926530274	-0.015917033
EXOSC2	1.311347662	0.07885124	0.10365121	-1.685375324	0.615921425	0.217112892	-0.445749149	1.438219981	1.059815116	0.59028892	-1.050599442	0.327924976	0.342916929	-0.042101338	-0.299662111	0.548342047	0.10403429	1.448026642	0.879006717	0.70802603	1.214278439	-0.541213021	-3.048413084	-1.078925689	-0.651467277	2.130102179	-0.626880626	1.528216345	0.106971479	0.572629891	0.659843783	0.019520462	-0.27221147	-1.53651978	-1.335772904	0.319093941	-1.275395713	-1.751066372	0.696025145
FADS2	-0.412395567	-0.955002385	-0.182692408	1.246830588	-0.70769395	3.206497227	-0.871081873	-1.363876985	0.781433855	-1.134006086	-0.513480176	1.611912878	2.691298846	1.794159847	-0.50198094	0.113068962	0.493642623	-1.215697655	-0.517846377	-0.494813143	-0.132514396	-0.223042491	0.505138336	0.493068312	0.920106443	-0.376434576	0.780129918	-0.335802647	-1.855093789	-0.50198094	0.374959799	0.27170654	-0.168141786	0.293815728	0.083031725	-0.697406153	0.849793687	-0.692102008	-0.706510759
FAM131B	-0.366395681	-0.285437793	-0.428839734	0.342130769	0.075355781	-2.52909602	1.05267667	0.893708657	-0.651549491	0.505230999	-0.379455572	1.063699605	0.386317296	0.406569144	-0.839234603	-0.391961342	0.137767575	-0.403734473	0.402717591	-0.825076154	1.594899669	-0.705661768	2.891502478	1.248519778	-1.080424331	-0.296125904	1.085911614	-1.011898555	-1.078088701	2.146792218	0.783081882	-0.773135929	-0.769256313	0.200503204	-1.016066124	-0.374269675	-0.667026252	-0.255350326	-0.23878931
FAM150B	-0.371242397	-0.305685448	2.358332072	0.68295092	0.420765086	-0.029400221	0.193062388	-0.184465018	-0.408835335	1.814027647	1.413236046	0.004937939	-0.960511798	0.710284905	-0.52296857	-0.669358829	-0.49763651	-0.476103153	-0.79683712	-0.350647479	-0.944234619	0.053706479	-0.256381587	-0.450314319	3.649819827	1.241631958	-0.159686695	-1.02047748	0.086992627	-0.991521798	-1.016676254	-0.287558076	-1.199349916	0.435413255	0.181793799	-0.667426505	-0.349038003	-0.437558619	-0.650585588
FAM160B1	-1.39544451	-0.563999501	-0.105424628	-2.228981708	-0.279684695	0.158932312	0.545805635	-0.079532494	-0.27549783	0.138191591	-0.263702599	-0.719160116	-0.014903652	-0.244746491	0.022065522	-0.312975947	-1.639992791	-0.198007083	0.760947837	-1.041959466	1.393034973	-0.330797376	0.907770915	0.410456237	1.250111059	-2.720097118	-0.01516293	1.284232606	1.324994506	-1.571412499	-0.299823895	1.285448362	-1.123457685	1.35491766	1.754307678	0.129103468	1.854547653	1.343128951	-0.155961786
FAM60A	0.518365566	0.697243822	0.959572831	-0.642773767	0.466652417	0.925944894	-0.826315814	0.327947872	0.21125899	0.248525032	-0.850304115	0.281494626	-0.051731189	-0.257047641	-0.186679261	0.711539569	1.060533442	1.352941919	-0.43758989	0.210453962	0.562068646	0.452050703	-0.454131933	-2.269560146	2.203394548	1.333475323	0.024680856	0.740854461	0.492425799	0.450652854	0.542271695	1.512269341	0.587160648	-2.33022444	-2.48635478	-0.718642291	-2.210624939	-2.493513246	-0.043155652
FBXL6	0.373841506	0.464343224	-0.330925475	-1.700233052	-0.277969617	0.839657845	0.730066197	0.542214151	-0.398866725	-0.291214301	-0.602012969	0.452749636	0.28555977	0.223570824	-1.154425561	-0.043744982	1.278595618	0.360819629	0.505835887	-0.637445721	1.22879841	1.841837766	0.080489625	1.088474257	-1.396166486	-1.374441453	-0.274760958	-1.256653555	0.652483853	-0.606128348	0.857970946	0.074662032	-0.971697815	1.673315269	-1.409517665	0.415013904	0.373829785	-0.080488864	0.957077918
FBXO22	-0.132923273	0.016445424	0.11037567	-1.202749801	0.367764912	-0.075577098	-0.761948022	1.181258025	-0.146891693	0.664935763	-0.417016717	0.127124358	-0.311675952	-0.111094173	-0.025080812	-0.075577098	-0.403764869	1.947454088	1.632575887	0.946080719	0.169492902	-0.353135441	-2.775316253	-0.3681606	0.571389537	2.229954336	-0.174780324	1.373133318	0.170217718	-0.371772548	0.193560187	-0.658765587	0.747278613	0.531810546	0.27621056	1.295403648	0.806100054	1.716182211	0.199741349
FBXO33	-0.305572008	-0.2313417	-0.430426414	-1.932924962	-0.63661039	-1.451907986	-0.333738321	0.717285189	-0.046357358	-0.104150313	-0.701047537	0.262639368	-1.1690261	-1.361625903	0.051595341	-0.500439077	-0.59483051	0.697199594	1.047471906	0.997993287	2.143685427	-0.578176197	-1.805762069	0.841617785	2.760163882	1.950970146	0.292228316	2.009376282	0.470259443	0.082033254	-0.734570417	0.016322893	0.725514698	-0.766877487	0.636299518	-0.750686171	0.189072266	1.035163662	0.448622733
FGB	-0.646657081	1.392580524	2.070073241	0.057609922	0.692899788	-2.562065504	1.675116081	-1.354934724	0.537029106	0.502302172	1.218012294	0.046335467	2.398208218	0.499394353	0.363975127	0.268963639	0.626454619	1.970695151	0.317369202	1.120740428	-0.594895129	0.438499345	0.568464684	-0.470397245	-0.862232767	-0.337189809	-0.635734105	-1.160922462	-1.598391535	1.027148361	0.421264985	-0.070554649	-0.703021375	0.864704563	0.879800449	-0.473613255	0.989372407	0.015452418	0.569987542
FGFBP1	0.287251169	-0.317203977	-0.843191361	-0.30656496	0.987776834	-1.475238397	-1.473241746	0.202431474	-0.052639359	-0.4111469	-0.059700843	0.582674681	0.109550005	0.646957081	0.998073868	-1.209348118	-0.638916506	1.029191998	1.89202605	1.251000193	-0.321740952	-0.505875141	-0.399306428	0.135613959	-0.440863088	1.639721035	-0.664044313	-0.474874383	-1.303653501	-1.31405676	-1.159460609	-1.005521241	0.460628361	0.852476518	1.15264569	-0.281726144	1.38066793	0.7509098	-0.038395501
FGGY	0.065736552	-0.251127452	0.225777617	0.277477302	-0.298728532	2.04938842	0.50107471	0.050504544	-0.631050876	-0.183854801	-0.38905799	2.887160048	-0.82135735	-0.257498922	2.520478618	2.206512298	0.388407237	-0.131432752	-0.34235969	-0.182612995	0.235810018	1.159841092	-0.690076136	-0.900311957	-0.788183234	0.172772149	-0.136700858	0.969187939	-0.550196837	0.533384964	-0.772156669	-1.33383882	-0.420047949	-0.288628573	-0.598681222	-1.013337077	-0.457360964	-1.303194597	1.94677381
FIBIN	-1.058468243	-1.074213472	0.339904065	-0.200401053	-0.583025914	-0.914503846	-0.336510242	-1.807720701	-1.638560984	-0.3440124	0.596740769	-0.491817086	0.618704057	-0.138253818	-0.106838242	-0.447446283	-0.383490504	-0.341364225	0.053005766	-0.779347626	-0.174481631	-0.369787699	-0.761704766	2.588557154	0.029988187	0.49275819	-0.174481631	1.899370307	0.212499253	-0.830704259	0.07890797	1.563080074	0.114837058	-0.013692755	0.403214285	0.178779191	-0.353847928	-0.37057214	1.219104896
FKBP1A	-1.235101404	-0.702762854	-0.917111165	-1.096148269	0.112486907	1.861905861	-0.768342465	-0.757108475	0.312668054	0.542951875	1.418148555	0.451833072	1.380732048	0.793017241	0.63164033	0.352987385	1.510914219	-0.128931475	-0.989125257	0.442262057	-0.182256803	-0.846584131	-0.636589108	0.935609098	0.417006989	0.721979531	0.692550415	-0.202709995	0.815205729	0.909498682	1.615527968	0.569482529	-0.299333874	-2.752358486	-2.238423005	0.066288068	-1.915682825	-1.898033999	0.595646718
FMN1	-0.694922849	-0.60479765	0.388489735	-0.369324469	0.381808409	0.408123088	-2.492354482	1.269717523	1.292048967	-0.51347182	-0.587506241	-0.900479269	0.130019072	0.160513252	0.242412173	-0.492845801	-0.739626777	1.571479408	-0.103918396	0.621490836	-1.238662408	-0.53482424	1.106262428	-0.645764465	-0.544675097	-0.312472557	1.641994232	0.501424469	-1.405616211	0.327563102	-1.740681988	0.72198037	0.327563102	-0.906502363	1.268101013	0.07512883	-0.380734959	-0.86634467	0.720713005
FMO5	-1.345923294	0.161845074	1.085442972	-0.688870394	0.721263325	0.801752291	0.357337672	-0.864423861	0.815739607	0.627177972	1.509883266	0.308559767	1.09183779	0.925919067	0.480676338	-0.751995851	-0.30012276	-0.364859458	-0.712076282	1.953348008	-0.979177028	-1.428274002	-0.839922626	-0.302407654	-1.612510486	0.819741632	-0.084586087	-0.334304582	0.184027306	0.155324315	-0.213419725	-0.789272329	-0.311661311	-0.519150655	-0.186558674	-0.6214267	0.158096713	-0.35027662	-1.97215068
FOSB	0.27214152	0.256107242	0.373351989	-0.787280004	-0.550509229	-1.299169176	0.366588667	-1.25475139	-1.322516815	-1.061097908	1.009229827	-0.66850614	-0.899992378	-1.186810517	-1.548138293	-1.243596681	-0.979528228	-0.162872679	-0.626804089	-1.255870226	-1.100496314	0.381067501	1.120333149	-0.237258292	-1.142628108	-0.885656966	-0.650394257	-0.715650427	0.378633415	-0.667871374	-1.050006468	0.304730528	0.545650073	0.438160685	1.439286717	0.663820286	0.934652415	-1.224475702	-1.237805961
FOXD2-AS1	0.397917697	-0.760994168	-0.441064884	-0.73828847	-0.651548612	0.565872351	0.404142977	-2.55E-04	-0.579171376	0.352399046	0.883590884	-0.764606184	0.085791166	-0.090352006	-0.230995979	-0.656241858	0.254572608	-0.152205729	-0.987540755	-0.37404869	-0.399928858	0.004636297	1.62426124	-0.17940538	-1.471066643	-0.616680237	1.342430294	-1.478280558	-0.335631312	0.523935078	-1.017568088	-1.077629796	-0.046774039	2.185754996	1.17834183	-0.015666152	3.432371011	2.799185076	-0.328523268
FOXP4	-0.526155708	-0.17575519	-0.045633246	0.439392844	-0.168049168	0.879026127	0.25637927	-0.003390042	0.106513795	-0.085548186	1.13070002	0.219191271	1.294211433	0.686050319	-0.821859851	-0.607963498	1.540082969	-0.7900516	-0.726448812	-0.838477257	-1.424517444	0.771679798	0.167143114	0.510614666	0.0653982	-2.240919467	0.240847894	-1.366836302	0.177355441	-0.012740815	-0.076846432	-0.309877339	-0.436552929	2.059483521	0.900886056	0.588682416	-0.167174667	1.543525724	-1.531055855
FOXP4-AS1	0.134717379	-0.430672326	-0.237707674	-0.992580408	-1.115160828	0.19923059	0.276776366	0.697262605	0.288624204	0.402103801	-0.544082159	0.062789882	-0.06848853	-0.735098519	0.017313853	-0.4558516	0.214582371	0.180028356	1.360821459	1.055325168	1.729913728	1.467446532	-0.793066636	0.524107735	-1.748119916	1.910018875	0.504923641	0.186346727	1.861011372	0.084782198	0.985008109	-1.204195546	0.377218787	1.795693677	0.520552099	-0.428488286	0.369949964	2.03256787	-0.625067055
FSCN1	-0.190509879	-0.292361845	0.359760777	0.462802623	-0.534653353	-0.607494393	-0.605905382	2.519113542	3.22058811	-0.271042925	0.202795149	-0.543852003	1.36902503	-0.47876302	-0.493015035	-0.130204349	0.443094369	-0.49384399	-0.481646504	-0.941498009	-0.408315126	-0.449786261	1.440910685	1.735133348	-0.3299363	-0.031145588	-1.089439393	0.287201579	0.153190945	-0.834530433	-0.252663532	1.601510481	0.309534426	-0.962414625	-0.469856228	0.23727599	-0.653014221	-0.261141866	-0.444733231
FSIP2	0.003308406	0.665146007	-1.411049335	0.889462825	0.634598623	0.940295399	-1.08989291	-0.14688882	0.319876085	-0.519174179	-0.464334954	-1.194034578	-0.933354702	-0.779033638	-1.317978041	-0.497958776	0.454722574	0.709039953	-0.059357986	0.415131803	-0.003502978	0.421436408	0.704804673	-0.866109207	-1.113735823	-0.061666839	0.419696851	-0.319867339	-2.005476656	-0.469506507	-0.895154857	0.634598623	-0.039740248	0.283818214	1.264291052	-0.129039557	-0.993464559	0.045279603	-0.479137862
FZD6	-0.305131486	-0.447196979	-0.621422691	-2.312427773	0.61620876	0.462651144	0.554894698	0.429845525	0.906971548	0.223176222	-1.013871818	0.518763884	-0.338371231	-0.695915161	0.676307206	-0.238216511	0.525910737	-0.033356456	0.070274589	0.953383928	2.290372173	-0.558962017	-1.075048396	0.099537801	3.263285945	1.096341531	0.381643689	-0.037288041	-0.248618049	0.357683263	-0.463858812	0.03437344	0.047357832	-2.60174828	-3.089405516	0.133094525	-0.305679649	-1.522483628	0.840620332
GARS	0.586940849	1.578134659	-0.09895209	-1.132270023	0.222544744	0.678440962	-0.315709129	1.368319794	0.856247392	-0.10115169	-1.514352735	0.305928356	-0.299141429	0.486469196	-0.280150527	1.225286496	-0.133761576	1.397722034	0.952025179	-0.94919091	0.86296139	1.51535104	0.177053063	-1.938279673	-0.330690713	-0.41466541	-0.46353448	0.500220905	0.136856058	0.200014833	0.633175277	0.272204094	-0.35840055	-0.777605516	-0.62246852	0.886080784	-0.157995517	0.13574617	1.505934348
